,Accession
116959,KC187380
116960,KC187381
116961,KC187382
116962,KC187383
116963,KC187384
116964,KC187385
116965,KC187386
116966,KC187387
116967,KC187388
116968,KC187389
116969,KC187390
116970,KC187391
116971,KC187392
116972,KC187393
116973,KC187394
116974,KC187395
116975,KC187396
116976,KC187397
116977,KC187398
116978,KC187399
116979,KC187400
116980,KC187401
116981,KC187402
116982,KC187403
116983,KC187404
116984,KC187405
116985,KC187406
116986,KC187407
116987,KC187408
116988,KC187409
116989,KC187410
116990,KC187411
116991,KC187412
116992,KC187413
116993,KC187414
116994,KC187415
116995,KC187416
116996,KC187417
116997,KC187418
116998,KC187419
116999,KC187420
117000,KC187421
117001,KC187422
117002,KC187423
117003,KC187424
117004,KC187425
117005,KC187426
117006,KC187427
117007,KC187428
117008,KC187429
117009,KC187430
117010,KC187431
117011,KC187432
117012,KC187434
117013,KC187435
117014,KC187436
117015,KC187437
117016,KC187438
117017,KC187439
117018,KC187440
117019,KC187441
117020,KC187442
117021,KC187443
117022,KC187444
117023,KC187445
117024,KC187446
117025,KC187447
117026,KC187448
117027,KC187449
117028,KC187450
117029,KC187451
117030,KC187452
117031,KC187453
117032,KC187454
117033,KC187455
117034,KC187456
117035,KC187457
117036,KC187458
117037,KC187459
117038,KC187460
117039,KC187461
117040,KC187462
117041,KC187463
117042,KC187464
117043,KC187465
117044,KC187466
117045,KC187467
117046,KC187468
117047,KC187469
117048,KC187470
117049,KC187471
117050,KC187472
117051,KC187473
117052,KC187474
117053,KC187475
117054,KC187476
117055,KC187477
117056,KC187478
117057,KC187479
117058,KC187480
117059,KC187481
117060,KC187482
117061,KC187483
117062,KC187484
117063,KC187485
117064,KC187486
117065,KC187487
117066,KC187488
117067,KC187489
117068,KC187490
117069,KC187491
117070,KC187492
117071,KC187493
117072,KC187494
117073,KC187495
117074,KC187496
117075,KC187497
117076,KC187498
117077,KC187499
117078,KC187500
117079,KC187501
117080,KC187502
117081,KC187503
117082,KC187504
117083,KC187505
117084,KC187506
117085,KC187507
117086,KC187508
117087,KC187509
117088,KC187510
117089,KC187511
117090,KC187512
117091,KC187513
117092,KC187514
117093,KC187515
117094,KC187516
117095,KC187517
117096,KC187518
117097,KC187519
117098,KC187520
117099,KC187521
117100,KC187522
117101,KC187523
117102,KC187524
117103,KC187525
117104,KC187526
117105,KC187527
117106,KC187528
117107,KC187529
117108,KC187530
117109,KC187531
117110,KC187532
117111,KC187533
117112,KC187534
117113,KC187535
117114,KC187536
117115,KC187537
117116,KC187538
117117,KC187539
117118,KC187540
117119,KC187541
117120,KC187542
117121,KC187543
117122,KC187544
117123,KC187545
117124,KC187546
117125,KC187547
117126,KC187548
117127,KC187549
117128,KC187550
117129,KC187551
117130,KC187552
117131,KC187553
117132,KC187554
117133,KC187555
117134,KC187556
117135,KC187557
117136,KC187558
117137,KC187559
117138,KC187560
117139,KC187561
117140,KC187562
117141,KC187563
117142,KC187564
117143,KC187565
117144,KC187566
117145,KC187567
117146,KC187568
117147,KC187569
117148,KC187570
117149,KC187571
117150,KC187572
117151,KC187573
117152,KC187574
117153,KC187575
117154,KC187576
117155,KC187577
117156,KC187578
117157,KC187579
117158,KC187580
117159,KC187581
117160,KC187582
117161,KC187583
117162,KC187584
117163,KC187585
117164,KC187586
117165,KC187587
117166,KC187588
117167,KC187589
117168,KC187590
117169,KC187591
117170,KC187592
117171,KC187593
117172,KC187594
117173,KC187595
117174,KC187596
117175,KC187597
117176,KC187598
117177,KC187599
117178,KC187600
117179,KC187601
117180,KC187602
117181,KC187603
117182,KC187604
117183,KC187605
117184,KC187606
117185,KC187607
117186,KC187608
117187,KC187609
117188,KC187610
117189,KC187611
117190,KC187612
117191,KC187613
117192,KC187614
117193,KC187615
117194,KC187616
117195,KC187617
117196,KC187618
117197,KC187619
117198,KC187620
117199,KC187621
117200,KC187622
117201,KC187623
117202,KC187624
117203,KC187625
117204,KC187626
117205,KC187627
117206,KC187628
117207,KC187629
117208,KC187630
117209,KC187631
117210,KC187632
117211,KC187633
117212,KC187634
117213,KC187635
117214,KC187636
117215,KC187637
117216,KC187638
117217,KC187639
117218,KC187640
117219,KC187641
117220,KC187642
117221,KC187643
117222,KC187644
117223,KC187645
117224,KC187646
117225,KC187647
117226,KC187648
117227,KC187649
117228,KC187650
117229,KC187651
117230,KC187652
117231,KC187653
117232,KC187654
117233,KC187655
117234,KC187656
117235,KC187657
117236,KC187658
117237,KC187659
117238,KC187660
117239,KC187661
117240,KC187662
117241,KC187663
117242,KC187664
117243,KC187665
117244,KC187666
117245,KC187667
117246,KC187668
117247,KC187669
117248,KC187670
117249,KC187671
117250,KC187672
117251,KC187673
117252,KC187674
117253,KC187675
117254,KC187676
117255,KC187677
117256,KC187678
117257,KC187679
117258,KC187680
117259,KC187681
117260,KC187682
117261,KC187683
117262,KC187684
117263,KC187685
117264,KC187686
117265,KC187687
117266,KC187688
117267,KC187689
117268,KC187690
117269,KC187691
117270,KC187692
117271,KC187693
117272,KC187694
117273,KC187695
117274,KC187696
117275,KC187697
117276,KC187698
117277,KC187699
117278,KC187700
117279,KC187701
117280,KC187702
117281,KC187703
117282,KC187704
117283,KC187705
117284,KC187706
117285,KC187707
117286,KC187708
117287,KC187709
117288,KC187710
117289,KC187711
117290,KC187712
117291,KC187713
117292,KC187714
117293,KC187715
117294,KC187716
117295,KC187717
117296,KC187718
117297,KC187719
117298,KC187720
117299,KC187721
117300,KC187722
117301,KC187723
117302,KC187724
117303,KC187725
117304,KC187726
117305,KC187727
117306,KC187728
117307,KC187729
117308,KC187730
117309,KC187731
117310,KC187732
117311,KC187733
117312,KC200274
117313,KC200275
117314,KC200276
117315,KC200277
117316,KC200278
117317,KC200279
117318,KC200280
117319,KC200281
117320,KC200282
117321,KC200283
117322,KC200284
117323,KC200285
117324,KC200286
117325,KC200287
117326,KC200288
117327,KC200289
117328,KC200290
117329,KC200291
117330,KC200292
117331,KC200293
117332,KC200294
117333,KC200295
117334,KC200296
117335,KC200297
117336,KC200298
117337,KC200299
117338,KC200300
117339,KC200301
117340,KC200302
117341,KC200303
117342,KC200304
117343,KC200305
117344,KC200306
117345,KC200307
117346,KC200308
117347,KC200309
117348,KC200310
117349,KC200311
117350,KC200312
117351,KC200313
117352,KC200314
117353,KC200315
117354,KC200316
117355,KC200317
117356,KC200318
117357,KC200319
117358,KC200320
117359,KC200321
117360,KC200322
117361,KC200323
117362,KC200324
117363,KC200325
117364,KC200326
117365,KC200327
117366,KC200328
117367,KC200329
117368,KC200330
117369,KC200331
117370,KC200332
117371,KC200333
117372,KC200334
117373,KC200335
117374,KC200336
117375,KC200337
117376,KC200338
117377,KC200339
117378,KC200340
117379,KC200341
117380,KC200342
117381,KC200343
117382,KC200344
117383,KC200345
117384,KC200346
117385,KC200347
117386,KC200348
117387,KC200349
117388,KC200350
117389,KC200351
117390,KC200352
117391,KC200353
117392,KC200354
117393,KC200355
117394,KC200356
117395,KC200357
117396,KC200358
117397,KC200359
117398,KC200360
117399,KC200361
117400,KC200362
117401,KC200363
117402,KC200364
117403,KC200365
117404,KC200366
117405,KC200367
117406,KC200368
117407,KC200369
117408,KC200370
117409,KC200371
117410,KC200372
117411,KC200373
117412,KC200374
117413,KC200375
117414,KC200376
117415,KC200377
117416,KC200378
117417,KC200379
117418,KC200380
117419,KC200381
117420,KC200382
117421,KC200383
117422,KC200384
117423,KC200385
117424,KC200386
117425,KC200387
117426,KC200388
117427,KC200389
117428,KC200390
117429,KC200391
117430,KC200392
117431,KC200393
117432,KC200394
117433,KC200395
117434,KC200396
117435,KC200397
117436,KC200398
117437,KC200399
117438,KC200400
117439,KC200401
117440,KC200402
117441,KC200403
117442,KC200404
117443,KC200405
117444,KC200406
117445,KC200407
117446,KC200408
117447,KC200409
117448,KC200410
117449,KC200411
117450,KC200412
117451,KC200413
117452,KC200414
117453,KC200415
117454,KC200416
117455,KC200417
117456,KC200418
117457,KC200419
117458,KC200420
117459,KC200421
117460,KC200422
117461,KC200423
117462,KC200424
117463,KC200425
117464,KC200426
117465,KC200427
117466,KC200428
117467,KC200429
117468,KC200430
117469,KC200431
117470,KC200432
117471,KC200433
117472,KC200434
117473,KC200435
117474,KC200436
117475,KC200437
117476,KC200438
117477,KC200439
117478,KC200440
117479,KC200441
117480,KC200442
117481,KC200443
117482,KC200444
117483,KC200445
117484,KC200446
117485,KC200447
117486,KC200448
117487,KC200449
117488,KC200450
117489,KC200451
117490,KC200452
117491,KC200453
117492,KC200454
117493,KC200455
117494,KC200456
117495,KC200457
117496,KC200458
117497,KC200459
117498,KC200460
117499,KC200461
117500,KC200462
117501,KC200463
117502,KC200464
117503,KC200465
117504,KC200466
117505,KC200467
117506,KC200468
117507,KC200469
117508,KC200470
117509,KC200471
117510,KC200472
117511,KC200473
117512,KC200474
117513,KC200475
117514,KC200476
117515,KC200477
117516,KC200478
117517,KC200479
117518,KC200480
117519,KC200481
117520,KC200482
117521,KC200483
117522,KC200484
117523,KC204763
117524,KC204764
117525,KC204765
117526,KC204766
117527,KC204767
117528,KC204768
117529,KC204769
117530,KC204770
117531,KC204771
117532,KC204772
117533,KC204773
117534,KC204774
117535,KC204775
117536,KC204776
117537,KC204777
117538,KC204778
117539,KC204779
117540,KC204780
117541,KC204781
117542,KC204782
117543,KC204783
117544,KC204784
117545,KC204785
117546,KC204786
117547,KC204787
117548,KC204788
117549,KC204789
117550,KC204790
117551,KC204791
117552,KC204792
117553,KC204793
117554,KC204794
117555,KC204795
117556,KC204796
117557,KC204797
117558,KC204798
117559,KC204799
117560,KC204800
117561,KC204801
117562,KC204802
117563,KC204803
117564,KC204804
117565,KC204805
117566,KC204806
117567,KC204807
117568,KC204808
117569,KC204809
117570,KC204810
117571,KC247375
117572,KC247376
117573,KC247377
117574,KC247378
117575,KC247379
117576,KC247380
117577,KC247381
117578,KC247382
117579,KC247383
117580,KC247384
117581,KC247385
117582,KC247386
117583,KC247387
117584,KC247388
117585,KC247389
117586,KC247390
117587,KC247391
117588,KC247392
117589,KC247393
117590,KC247394
117591,KC247395
117592,KC247396
117593,KC247397
117594,KC247398
117595,KC247399
117596,KC247400
117597,KC247401
117598,KC247402
117599,KC247403
117600,KC247404
117601,KC247405
117602,KC247406
117603,KC247407
117604,KC247408
117605,KC247409
117606,KC247410
117607,KC247411
117608,KC247412
117609,KC247413
117610,KC247414
117611,KC247415
117612,KC247416
117613,KC247417
117614,KC247418
117615,KC247419
117616,KC247420
117617,KC247421
117618,KC247422
117619,KC247423
117620,KC247424
117621,KC247425
117622,KC247426
117623,KC247427
117624,KC247428
117625,KC247429
117626,KC247430
117627,KC247431
117628,KC247432
117629,KC247433
117630,KC247434
117631,KC247435
117632,KC247436
117633,KC247437
117634,KC247438
117635,KC247439
117636,KC247440
117637,KC247441
117638,KC247442
117639,KC247443
117640,KC247444
117641,KC247445
117642,KC247446
117643,KC247447
117644,KC247448
117645,KC247449
117646,KC247450
117647,KC247451
117648,KC247452
117649,KC247453
117650,KC247454
117651,KC247455
117652,KC247456
117653,KC247457
117654,KC247458
117655,KC247459
117656,KC247460
117657,KC247461
117658,KC247462
117659,KC247463
117660,KC247464
117661,KC247465
117662,KC247466
117663,KC247467
117664,KC247468
117665,KC247469
117666,KC247470
117667,KC247471
117668,KC247472
117669,KC247473
117670,KC247474
117671,KC247475
117672,KC247476
117673,KC247477
117674,KC247478
117675,KC247479
117676,KC247480
117677,KC247481
117678,KC247482
117679,KC247483
117680,KC247484
117681,KC247485
117682,KC247486
117683,KC247487
117684,KC247488
117685,KC247489
117686,KC247490
117687,KC247491
117688,KC247492
117689,KC247493
117690,KC247494
117691,KC247495
117692,KC247496
117693,KC247497
117694,KC247498
117695,KC247499
117696,KC247500
117697,KC247501
117698,KC247502
117699,KC247503
117700,KC247504
117701,KC247505
117702,KC247506
117703,KC247507
117704,KC247508
117705,KC247509
117706,KC247510
117707,KC247511
117708,KC247512
117709,KC247513
117710,KC247514
117711,KC247515
117712,KC247516
117713,KC247517
117714,KC247518
117715,KC247519
117716,KC247520
117717,KC247521
117718,KC247522
117719,KC247523
117720,KC247524
117721,KC247525
117722,KC247526
117723,KC247527
117724,KC247528
117725,KC247529
117726,KC247530
117727,KC247531
117728,KC247532
117729,KC247533
117730,KC247534
117731,KC247535
117732,KC247536
117733,KC247537
117734,KC247538
117735,KC247539
117736,KC247540
117737,KC247541
117738,KC247542
117739,KC247543
117740,KC247544
117741,KC247545
117742,KC247546
117743,KC247547
117744,KC247548
117745,KC247549
117746,KC247550
117747,KC247551
117748,KC247552
117749,KC247553
117750,KC247554
117751,KC247555
117752,KC247556
117753,KC247557
117754,KC247558
117755,KC247559
117756,KC247560
117757,KC247561
117758,KC247562
117759,KC247563
117760,KC247564
117761,KC247565
117762,KC247566
117763,KC247567
117764,KC247568
117765,KC247569
117766,KC247570
117767,KC247571
117768,KC247572
117769,KC247573
117770,KC247574
117771,KC247575
117772,KC247576
117773,KC247577
117774,KC247578
117775,KC247579
117776,KC247580
117777,KC247581
117778,KC247582
117779,KC247583
117780,KC247584
117781,KC247585
117782,KC247586
117783,KC247587
117784,KC247588
117785,KC247589
117786,KC247590
117787,KC247591
117788,KC247592
117789,KC247593
117790,KC247594
117791,KC247595
117792,KC247596
117793,KC247597
117794,KC247598
117795,KC247599
117796,KC247600
117797,KC247601
117798,KC247602
117799,KC247603
117800,KC247604
117801,KC247605
117802,KC247606
117803,KC247607
117804,KC247608
117805,KC247609
117806,KC247610
117807,KC247611
117808,KC247612
117809,KC247613
117810,KC247614
117811,KC247615
117812,KC247616
117813,KC247617
117814,KC247618
117815,KC247619
117816,KC247620
117817,KC247621
117818,KC247622
117819,KC247623
117820,KC247624
117821,KC247625
117822,KC247626
117823,KC247627
117824,KC247628
117825,KC247629
117826,KC247630
117827,KC247631
117828,KC247632
117829,KC247633
117830,KC247634
117831,KC247635
117832,KC247636
117833,KC247637
117834,KC247638
117835,KC247639
117836,KC247640
117837,KC247641
117838,KC247642
117839,KC247643
117840,KC247644
117841,KC247645
117842,KC247646
117843,KC247647
117844,KC247648
117845,KC247649
117846,KC247650
117847,KC247651
117848,KC247652
117849,KC247653
117850,KC247654
117851,KC247655
117852,KC247656
117853,KC247657
117854,KC247658
117855,KC247659
117856,KC247660
117857,KC247661
117858,KC247662
117859,KC247663
117860,KC247664
117861,KC247665
117862,KC247666
117863,KC247667
117864,KC329755
117865,KC329756
117866,KC329757
117867,KC329758
117868,KC329759
117869,KC329760
117870,KC329761
117871,KC329762
117872,KC329763
117873,KC329764
117874,KC329765
117875,KC329766
117876,KC329767
117877,KC329768
117878,KC329769
117879,KC349986
117880,KC349987
117881,KC349988
117882,KC349989
117883,KC349990
117884,KC349991
117885,KC349992
117886,KC349993
117887,KC349994
117888,KC349995
117889,KC349996
117890,KC349997
117891,KC349998
117892,KC349999
117893,KC350000
117894,KC350001
117895,KC350002
117896,KC350003
117897,KC350004
117898,KC350005
117899,KC350006
117900,KC350007
117901,KC350008
117902,KC350009
117903,KC350010
117904,KC350011
117905,KC350012
117906,KC350013
117907,KC350014
117908,KC350015
117909,KC350016
117910,KC350017
117911,KC350018
117912,KC350019
117913,KC350020
117914,KC350021
117915,KC350022
117916,KC350023
117917,KC350024
117918,KC350025
117919,KC350026
117920,KC350027
117921,KC350028
117922,KC350029
117923,KC350030
117924,KC350031
117925,KC350032
117926,KC350033
117927,KC350034
117928,KC350035
117929,KC350036
117930,KC350037
117931,KC350038
117932,KC350039
117933,KC350040
117934,KC350041
117935,KC350042
117936,KC350043
117937,KC350044
117938,KC350045
117939,KC350046
117940,KC350047
117941,KC350048
117942,KC350049
117943,KC350050
117944,KC350051
117945,KC350052
117946,KC350053
117947,KC350054
117948,KC350055
117949,KC350056
117950,KC350057
117951,KC350058
117952,KC350059
117953,KC350060
117954,KC350061
117955,KC350062
117956,KC350063
117957,KC350064
117958,KC350065
117959,KC350066
117960,KC350067
117961,KC350068
117962,KC350069
117963,KC350070
117964,KC350071
117965,KC350072
117966,KC350073
117967,KC350074
117968,KC350075
117969,KC350076
117970,KC350077
117971,KC350078
117972,KC350079
117973,KC350080
117974,KC350081
117975,KC350082
117976,KC350083
117977,KC350084
117978,KC350085
117979,KC350086
117980,KC350087
117981,KC350088
117982,KC350089
117983,KC350090
117984,KC350091
117985,KC350092
117986,KC350093
117987,KC350094
117988,KC350095
117989,KC350096
117990,KC350097
117991,KC350098
117992,KC350099
117993,KC350100
117994,KC350101
117995,KC350102
117996,KC350103
117997,KC350104
117998,KC350105
117999,KC350106
118000,KC350107
118001,KC350108
118002,KC350109
118003,KC350110
118004,KC350111
118005,KC350112
118006,KC350113
118007,KC350114
118008,KC350115
118009,KC350116
118010,KC350117
118011,KC350118
118012,KC350119
118013,KC350120
118014,KC350121
118015,KC350122
118016,KC350123
118017,KC350124
118018,KC350125
118019,KC350126
118020,KC350127
118021,KC350128
118022,KC350129
